1483366896;1;-297,03;171,558;297,068;171,552;-297,041;-171,53;297,042;-161,577;
1483366896;2;-297,046;166,658;297,089;166,591;-297,117;-166,642;297,094;-156,621;
1483366896;3;-297,145;161,589;297,023;161,621;-297,102;-161,666;297,064;-151,602;
1483366896;4;-297,028;156,548;297,092;156,559;-297,02;-156,531;297,055;-146,508;
1483367113;1;-297,031;171,541;297,069;171,595;-297,056;-171,547;297,08;-161,53;
1483367113;2;-297,055;166,639;297,068;166,568;-297,057;-166,671;297,092;-156,663;
1483367113;3;-297,107;161,659;297,054;161,632;-297,096;-161,622;297,071;-151,6;
1483367113;4;-297,053;156,542;297,053;156,538;-297,046;-156,545;297,015;-146,535;
1483367313;1;-297,053;171,543;297,044;171,577;-297,036;-171,535;297,049;-161,532;
1483367313;2;-297,057;166,643;297,083;166,615;-297,12;-166,634;297,089;-156,608;
1483367313;3;-297,125;161,608;297,114;161,579;-297,12;-161,645;297,105;-151,675;
1483367313;4;-297,046;156,547;297,056;156,576;-297,017;-156,54;297,034;-146,518;
