1478684601;1;-296,947;166,449;297,003;166,549;-296,921;-166,512;297,075;-156,441;
1478684601;2;-296,956;161,531;296,989;161,506;-296,963;-161,543;296,976;-151,539;
1478684601;3;-296,947;156,492;296,966;156,485;-296,978;-156,544;296,958;-146,576;
1478684601;4;-297,067;151,558;296,981;151,521;-297,09;-151,444;296,922;-141,493;
1478684808;1;-296,946;166,447;297,003;166,569;-296,93;-166,513;297,077;-156,458;
1478684808;2;-296,955;161,534;296,988;161,512;-296,957;-161,544;296,975;-151,537;
1478684808;3;-296,95;156,491;296,965;156,491;-296,972;-156,547;296,961;-146,577;
1478684808;4;-297,071;151,552;296,993;151,515;-297,103;-151,434;296,923;-141,501;
1478685011;1;-296,96;166,418;297,026;166,53;-296,919;-166,575;297,067;-156,408;
1478685011;2;-296,926;161,552;297,001;161,515;-296,951;-161,471;296,947;-151,536;
1478685011;3;-296,949;156,51;296,979;156,481;-296,959;-156,526;296,952;-146,571;
1478685011;4;-297,077;151,534;296,941;151,523;-297,088;-151,462;296,917;-141,515;
1478685188;1;-298,164;168,645;0;0;-297,312;-164,385;0;0;
1478685188;2;-298,078;163,677;0;0;-297,301;-159,359;0;0;
1478685188;3;-298,092;158,664;0;0;-297,328;-154,383;0;0;
1478685188;4;-298,184;153,704;0;0;-297,443;-149,284;0;0;
1478685366;1;-297,003;166,48;296,996;166,506;-296,983;-166,537;297,04;-156,448;
1478685366;2;-296,92;161,517;297,023;161,489;-296,945;-161,525;296,983;-151,557;
1478685366;3;-296,941;156,508;296,961;156,523;-296,955;-156,543;296,959;-146,537;
1478685366;4;-297,065;151,542;296,972;151,535;-297,049;-151,454;296,927;-141,5;
1478685589;1;-296,997;166,475;297,01;166,55;-296,957;-166,557;297,086;-156,466;
1478685589;2;-296,937;161,553;296,991;161,508;-296,963;-161,514;296,963;-151,541;
1478685589;3;-296,943;156,491;296,963;156,499;-296,965;-156,555;296,964;-146,553;
1478685589;4;-297,018;151,545;296,948;151,507;-297,076;-151,446;296,932;-141,495;
1478685802;1;-297,023;166,521;297,027;166,583;-296,982;-166,527;297,073;-156,465;
1478685802;2;-296,939;161,52;297,02;161,503;-296,934;-161,509;296,964;-151,544;
1478685802;3;-296,929;156,473;297,016;156,492;-296,92;-156,556;296,987;-146,589;
1478685802;4;-297,082;151,535;296,921;151,549;-297,087;-151,462;296,887;-141,524;
1478685969;1;-298,312;169,278;0;0;-297,886;-163,752;0;0;
1478685969;2;-298,254;164,389;0;0;-297,874;-158,685;0;0;
1478685969;3;-298,286;159,391;0;0;-297,947;-153,66;0;0;
1478685969;4;-298,425;154,453;0;0;-298,143;-148,526;0;0;
1478686240;1;-296,986;166,428;297,062;166,567;-296,933;-166,603;297,144;-156,519;
1478686240;2;-296,929;161,526;297,005;161,543;-296,912;-161,533;297,015;-151,543;
1478686240;3;-296,973;156,525;296,965;156,506;-296,974;-156,523;296,942;-146,581;
1478686240;4;-297,089;151,616;296,94;151,531;-297,164;-151,436;296,887;-141,504;
1478686453;1;-296,976;166,503;296,981;166,538;-296,974;-166,471;297,013;-156,417;
1478686453;2;-296,951;161,496;296,973;161,494;-296,965;-161,533;296,94;-151,566;
1478686453;3;-296,92;156,483;296,999;156,483;-296,941;-156,542;296,978;-146,575;
1478686453;4;-297,046;151,517;296,985;151,549;-297,064;-151,477;296,967;-141,482;
1478686646;1;-296,971;166,499;297;166,476;-297,008;-166,488;296,991;-156,501;
1478686646;2;-296,951;161,507;296,984;161,524;-296,949;-161,514;296,965;-151,535;
1478686646;3;-296,941;156,496;296,992;156,531;-296,929;-156,553;296,987;-146,541;
1478686646;4;-297,056;151,511;296,982;151,538;-297,064;-151,476;296,968;-141,475;
1478687555;1;-297,026;166,515;297,002;166,488;-297,023;-166,46;296,977;-156,472;
1478687555;2;-296,939;161,514;297,005;161,562;-296,904;-161,518;296,986;-151,496;
1478687555;3;-296,952;156,5;296,969;156,491;-296,968;-156,541;296,956;-146,565;
1478687555;4;-297,021;151,475;296,997;151,512;-297,018;-151,499;296,96;-141,504;
1478687754;1;-297,026;166,487;296,96;166,544;-297,01;-166,504;296,982;-156,442;
1478687754;2;-296,928;161,537;296,999;161,477;-296,953;-161,511;296,954;-151,577;
1478687754;3;-296,948;156,464;296,985;156,508;-296,956;-156,569;296,968;-146,569;
1478687754;4;-296,994;151,533;297,005;151,539;-297,019;-151,463;296,981;-141,453;
1478687946;1;-297,048;166,475;297,016;166,508;-297,019;-166,533;296,997;-156,47;
1478687946;2;-296,956;161,494;296,987;161,498;-296,948;-161,547;296,944;-151,549;
1478687946;3;-296,917;156,504;297,012;156,501;-296,923;-156,549;296,995;-146,546;
1478687946;4;-297,022;151,526;297,007;151,555;-297,068;-151,412;296,941;-141,456;
1478688160;1;-297,018;166,511;296,99;166,55;-297,03;-166,53;297,024;-156,503;
1478688160;2;-296,934;161,501;296,968;161,512;-296,942;-161,535;296,96;-151,544;
1478688160;3;-296,956;156,501;296,936;156,522;-296,964;-156,537;296,95;-146,542;
1478688160;4;-296,972;151,541;297,014;151,486;-296,997;-151,467;296,971;-141,468;
1478688356;1;-297,059;166,494;297,016;166,528;-297,071;-166,543;297,014;-156,496;
1478688356;2;-296,95;161,553;296,987;161,515;-296,951;-161,525;296,947;-151,56;
1478688356;3;-296,919;156,467;296,991;156,486;-296,918;-156,578;296,998;-146,58;
1478688356;4;-297,04;151,542;297,008;151,583;-297,027;-151,428;296,975;-141,458;
1478688567;1;-297,016;166,499;296,926;166,546;-297,021;-166,466;296,981;-156,434;
1478688567;2;-296,953;161,496;296,992;161,497;-296,957;-161,559;296,971;-151,573;
1478688567;3;-296,95;156,472;296,975;156,496;-296,964;-156,559;296,965;-146,583;
1478688567;4;-297,027;151,563;297,087;151,591;-297,023;-151,463;297,016;-141,524;
1478688832;1;-297,004;166,498;296,974;166,562;-297,018;-166,513;296,997;-156,473;
1478688832;2;-296,946;161,548;297,022;161,522;-296,958;-161,495;296,954;-151,547;
1478688832;3;-296,956;156,485;297,012;156,509;-296,963;-156,575;296,989;-146,576;
1478688832;4;-297,07;151,524;297,063;151,549;-297,091;-151,522;296,995;-141,496;
1478689035;1;-297,029;166,481;296,941;166,491;-297,044;-166,516;296,961;-156,52;
1478689035;2;-296,925;161,537;297,012;161,56;-296,902;-161,498;296,995;-151,519;
1478689035;3;-296,958;156,491;296,982;156,503;-296,963;-156,552;296,983;-146,559;
1478689035;4;-297,007;151,524;297,006;151,535;-297,041;-151,477;296,988;-141,48;
1478689271;1;-297,002;166,476;296,95;166,532;-297,037;-166,552;296,97;-156,513;
1478689271;2;-296,927;161,616;297,033;161,544;-296,96;-161,462;296,962;-151,538;
1478689271;3;-296,952;156,497;297;156,497;-296,969;-156,587;296,979;-146,581;
1478689271;4;-297,042;151,523;297,034;151,582;-297,049;-151,561;297,009;-141,476;
1478689485;1;-297,012;166,476;296,986;166,497;-297,026;-166,564;296,998;-156,482;
1478689485;2;-296,951;161,532;296,977;161,552;-296,954;-161,521;296,955;-151,512;
1478689485;3;-296,908;156,491;297,01;156,503;-296,951;-156,547;296,984;-146,583;
1478689485;4;-297,013;151,523;296,994;151,555;-297,04;-151,433;296,951;-141,485;
1478689693;1;-297,018;166,5;296,99;166,52;-297,042;-166,526;297,009;-156,515;
1478689693;2;-296,938;161,531;296,983;161,508;-296,945;-161,537;296,967;-151,541;
1478689693;3;-296,941;156,506;296,977;156,533;-296,947;-156,524;296,978;-146,516;
1478689693;4;-296,976;151,514;296,975;151,487;-297,034;-151,49;296,963;-141,451;
1478691381;1;-297,066;166,449;296,972;166,526;-297,086;-166,558;297,008;-156,486;
1478691381;2;-296,942;161,526;297,007;161,487;-296,936;-161,518;296,961;-151,557;
1478691381;3;-296,932;156,498;296,991;156,511;-296,926;-156,535;296,971;-146,56;
1478691381;4;-297,008;151,541;297,034;151,582;-297,009;-151,432;296,961;-141,475;
