1484550022;1;-296,988;171,553;296,987;171,521;-297,002;-171,451;296,949;-161,47;
1484550022;2;-296,927;166,505;296,97;166,515;-296,962;-166,552;296,932;-156,464;
1484550022;3;-296,983;161,486;296,979;161,435;-296,977;-161,556;296,993;-151,55;
1484550022;4;-296,977;156,483;297,025;156,529;-296,985;-156,511;296,967;-146,472;
1484550639;1;-297,002;171,484;296,943;171,509;-296,948;-171,501;296,971;-161,472;
1484550639;2;-296,94;166,558;296,982;166,5;-296,956;-166,484;296,93;-156,512;
1484550639;3;-296,998;161,552;296,946;161,482;-296,976;-161,502;296,967;-151,527;
1484550639;4;-296,983;156,449;296,997;156,494;-296,932;-156,525;296,998;-146,507;
1484551071;1;-297,005;171,481;296,942;171,509;-296,947;-171,499;296,981;-161,477;
1484551071;2;-296,94;166,557;296,985;166,497;-296,958;-166,485;296,933;-156,514;
1484551071;3;-297;161,552;296,945;161,484;-296,98;-161,502;296,972;-151,53;
1484551071;4;-296,985;156,45;296,994;156,498;-296,931;-156,517;296,996;-146,505;
1484551255;1;-296,972;171,553;296,981;171,531;-297,001;-171,451;296,952;-161,47;
1484551255;2;-296,925;166,503;296,963;166,512;-296,968;-166,55;296,94;-156,469;
1484551255;3;-296,983;161,482;296,972;161,435;-296,981;-161,556;296,992;-151,556;
1484551255;4;-296,989;156,489;297,026;156,529;-296,982;-156,508;296,975;-146,474;
1484551602;1;-296,958;171,489;296,996;171,481;-297,017;-171,481;296,986;-161,538;
1484551602;2;-296,96;166,461;296,995;166,517;-296,98;-166,573;296,964;-156,49;
1484551602;3;-296,92;161,515;296,984;161,508;-296,955;-161,489;296,919;-151,476;
1484551602;4;-296,997;156,484;296,982;156,529;-297,005;-156,469;296,968;-146,467;
