1484030943;462x0006.1648.PRG; 01/10/17 07:49:03;0;1;-;;;;3;-1,305;2,762;0,003502894;-277,026;181,625;277,033;181,586;-277,107;-181,632;277,1;-171,58;2;0,5;0,3;0,5;0,093;0,05;0,025;0,067;-277;181,5;-5;
1484031086;462x0006.1648.PRG; 01/10/17 07:51:26;0;1;-;;;;3;-0,855;2,394;0,002071394;-277,026;181,595;277,026;181,564;-277,07;-181,597;277,07;-171,563;2;0,5;0,3;0,5;0,027;0,141;0,035;0,039;-277;181,5;-5;
1484031223;462x0006.1648.PRG; 01/10/17 07:53:43;0;1;-;;;;3;-1,018;2,441;0,001364457;-276,982;181,563;276,979;181,534;-277,014;-181,562;277,017;-171,536;2;0,5;0,3;0,5;0,02;0,048;0,009;0,042;-277;181,5;-5;
1484031357;462x0006.1648.PRG; 01/10/17 07:55:57;0;1;-;;;;3;-1,431;2,034;0,003291932;-277,016;181,614;277,089;181,644;-277,061;-181,661;276,989;-171,597;2;0,5;0,3;0,5;0,04;0,057;0,049;0,297;-277;181,5;-5;
1484031488;462x0006.1648.PRG; 01/10/17 07:58:08;0;1;-;;;;3;-0,74;2,635;0,001654516;-277,026;181,577;277,04;181,583;-277,046;-181,586;277,033;-171,573;2;0,5;0,3;0,5;0,051;0,035;0,034;0,042;-277;181,5;-5;
1484031709;462x0006.1648.PRG; 01/10/17 08:01:49;0;1;-;;;;3;-1,184;1,944;0,00234089;-276,997;181,591;276,993;181,557;-277,065;-181,59;277,068;-171,558;2;0,5;0,3;0,5;0,03;0,05;0,046;0,047;-277;181,5;-5;
1484031840;462x0006.1648.PRG; 01/10/17 08:04:00;0;1;-;;;;3;-0,682;1,957;0,00260419;-277,025;181,576;277,053;181,608;-277,045;-181,595;277,017;-171,59;2;0,5;0,3;0,5;0,025;0,037;0,04;0,037;-277;181,5;-5;
1484031996;462x0006.1648.PRG; 01/10/17 08:06:36;0;1;-;;;;3;-2,844;2,265;0,005749873;-277,007;181,512;277,018;181,554;-277,036;-181,52;277,025;-171,546;2;0,5;0,3;0,5;0,007;0,036;0,03;0,04;-277;181,5;-5;
1484032132;462x0006.1648.PRG; 01/10/17 08:08:52;0;1;-;;;;3;-0,67;1,383;-0,0005475935;-277,034;181,572;277,056;181,572;-277,046;-181,588;277,023;-171,557;2;0,5;0,3;0,5;0,038;0,04;0,041;0,038;-277;181,5;-5;
1484032329;462x0006.1648.PRG; 01/10/17 08:12:09;0;1;-;;;;3;1,464;0,562;-0,005421076;-277,001;181,586;276,982;181,553;-277,06;-181,576;277,078;-171,563;2;0,5;0,3;0,5;0,033;0,033;0,032;0,038;-277;181,5;-5;
1484032501;462x0006.1648.PRG; 01/10/17 08:15:01;0;1;-;;;;3;-1,362;2,738;0,002822921;-276,999;181,548;277,004;181,556;-277,03;-181,552;277,025;-171,552;2;0,5;0,3;0,5;0,047;0,036;0,06;0,054;-277;181,5;-5;
1484032660;462x0006.1648.PRG; 01/10/17 08:17:40;0;1;-;;;;3;-1,782;1,102;0,00123894;-277,051;181,552;277,082;181,593;-277,015;-181,572;276,986;-171,574;2;0,5;0,3;0,5;0,031;0,042;0,028;0,035;-277;181,5;-5;
1484032802;462x0006.1648.PRG; 01/10/17 08:20:02;0;1;-;;;;3;-1,942;3,001;0,002381408;-276,99;181,581;276,999;181,564;-277,033;-181,587;277,024;-171,558;2;0,5;0,3;0,5;0,027;0,04;0,041;0,033;-277;181,5;-5;
1484032934;462x0006.1648.PRG; 01/10/17 08:22:14;0;1;-;;;;3;0,173;2,434;-0,002711222;-276,998;181,563;277,024;181,549;-277,041;-181,581;277,015;-171,532;2;0,5;0,3;0,5;0,043;0,034;0,032;0,034;-277;181,5;-5;
1484033082;462x0006.1648.PRG; 01/10/17 08:24:42;0;1;-;;;;3;-2,945;2,324;0,007774127;-277,019;181,568;277,024;181,566;-277,021;-181,571;277,017;-171,563;2;0,5;0,3;0,5;0,02;0,031;0,036;0,034;-277;181,5;-5;
1484033215;462x0006.1648.PRG; 01/10/17 08:26:55;0;1;-;;;;3;-1,466;1,634;0,002570911;-276,995;181,581;277,011;181,53;-277,025;-181,592;277,008;-171,519;2;0,5;0,3;0,5;0,025;0,023;0,034;0,033;-277;181,5;-5;
1484033340;462x0006.1648.PRG; 01/10/17 08:29:00;0;1;-;;;;3;-1,422;1,948;0,002646472;-277,017;181,523;277,06;181,562;-277,018;-181,551;276,975;-171,535;2;0,5;0,3;0,5;0,053;0,04;0,033;0,043;-277;181,5;-5;
