1478684601;292x0477.1636_2-9.PR; 11/09/16 10:43:21;1;1;-;;;;3;-0,817;2,558;0,0005270381;-296,975;181,517;296,981;181,52;-296,989;-181,521;296,983;-171,517;4;0,5;0,3;0,5;0,084;0,082;0,1;0,087;-297;181,5;-5;
1478684808;292x0477.1636_2-9.PR; 11/09/16 10:46:48;0;1;-;;;;3;-0,815;2,558;0,0005406538;-296,982;181,522;296,983;181,521;-296,985;-181,523;296,983;-171,52;4;0,5;0,3;0,5;0,084;0,049;0,065;0,047;-297;181,5;-5;
1478685011;292x0477.1636_2-9.PR; 11/09/16 10:50:11;0;1;-;;;;3;-1,36;2,36;0,003092599;-296,97;181,517;296,957;181,527;-296,965;-181,509;296,978;-171,536;4;0,5;0,3;0,5;0,044;0,124;0,011;0,041;-297;181,5;-5;
1478685188;292x0477.1636_2-9.PR; 11/09/16 10:53:08;2;1;-;;;;3;0;0;0;-298,153;183,684;0;0;-297,272;-179,359;0;0;4;0,5;0,3;0,5;0,021;0;0,053;0,452;-297;181,5;-5;
1478685366;292x0477.1636_2-9.PR; 11/09/16 10:56:06;0;1;-;;;;3;-0,676;2,631;0,001306651;-296,971;181,52;296,976;181,521;-296,98;-181,523;296,974;-171,517;4;0,5;0,3;0,5;0,062;0,079;0,072;0,073;-297;181,5;-5;
1478685589;292x0477.1636_2-9.PR; 11/09/16 10:59:49;0;1;-;;;;3;-1,071;2,26;0,0001499612;-296,973;181,525;296,976;181,516;-296,982;-181,527;296,978;-171,515;4;0,5;0,3;0,5;0,074;0,065;0,075;0,078;-297;181,5;-5;
1478685802;292x0477.1636_2-9.PR; 11/09/16 11:03:22;0;1;-;;;;3;-1,768;3,038;0,003811081;-296,986;181,515;296,983;181,531;-296,977;-181,513;296,98;-171,533;4;0,5;0,3;0,5;0,077;0,073;0,087;0,083;-297;181,5;-5;
1478685969;292x0477.1636_2-9.PR; 11/09/16 11:06:09;4;1;-;;;;3;0;0;0;-298,318;184,39;0;0;-297,921;-178,673;0;0;4;0,5;0,3;0,5;0,086;0;0,127;0,122;-297;181,5;-5;
1478686240;292x0477.1636_2-9.PR; 11/09/16 11:10:40;0;1;-;;;;3;-1,14;2,19;0,0007087952;-296,994;181,533;296,987;181,535;-296,984;-181,529;296,991;-171,54;4;0,5;0,3;0,5;0,084;0,078;0,111;0,104;-297;181,5;-5;
1478686453;292x0477.1636_2-9.PR; 11/09/16 11:14:13;0;1;-;;;;3;-1,424;2,529;0,002915258;-296,972;181,51;296,97;181,524;-296,975;-181,508;296,977;-171,526;4;0,5;0,3;0,5;0,084;0,08;0,079;0,079;-297;181,5;-5;
1478686646;292x0477.1636_2-9.PR; 11/09/16 11:17:26;0;1;-;;;;3;-1,348;2,283;0,001982828;-296,985;181,518;296,983;181,528;-296,975;-181,516;296,977;-171,53;4;0,5;0,3;0,5;0,076;0,084;0,081;0,076;-297;181,5;-5;
1478687555;292x0477.1636_2-9.PR; 11/09/16 11:32:35;0;1;-;;;;3;-1,656;2,418;0,002941627;-296,966;181,517;296,949;181,525;-296,962;-181,506;296,979;-171,536;4;0,5;0,3;0,5;0,075;0,145;0,078;0,078;-297;181,5;-5;
1478687754;292x0477.1636_2-9.PR; 11/09/16 11:35:54;0;1;-;;;;3;-1,355;1,829;-0,0001062052;-296,975;181,518;296,977;181,525;-296,974;-181,519;296,972;-171,524;4;0,5;0,3;0,5;0,072;0,057;0,066;0,069;-297;181,5;-5;
1478687946;292x0477.1636_2-9.PR; 11/09/16 11:39:06;0;1;-;;;;3;-1,666;2,233;0,003535429;-296,979;181,522;296,977;181,522;-296,971;-181,52;296,973;-171,524;4;0,5;0,3;0,5;0,082;0,08;0,08;0,075;-297;181,5;-5;
1478688160;292x0477.1636_2-9.PR; 11/09/16 11:42:40;0;1;-;;;;3;-0,797;2,145;0,001653781;-296,962;181,517;296,97;181,523;-296,973;-181,521;296,966;-171,519;4;0,5;0,3;0,5;0,068;0,082;0,07;0,091;-297;181,5;-5;
1478688356;292x0477.1636_2-9.PR; 11/09/16 11:45:56;0;1;-;;;;3;-0,835;2,306;-0,000216028;-296,985;181,527;296,989;181,528;-296,982;-181,529;296,978;-171,526;4;0,5;0,3;0,5;0,08;0,062;0,092;0,093;-297;181,5;-5;
1478688567;292x0477.1636_2-9.PR; 11/09/16 11:49:27;0;1;-;;;;3;-0,708;2,865;0,001765618;-296,979;181,524;296,979;181,529;-296,982;-181,523;296,982;-171,53;4;0,5;0,3;0,5;0,071;0,085;0,072;0,079;-297;181,5;-5;
1478688832;292x0477.1636_2-9.PR; 11/09/16 11:53:52;0;1;-;;;;3;-1,519;2,154;0,00150204;-296,991;181,526;297,002;181,539;-296,991;-181,532;296,98;-171,533;4;0,5;0,3;0,5;0,08;0,071;0,019;0,075;-297;181,5;-5;
1478689035;292x0477.1636_2-9.PR; 11/09/16 11:57:15;0;1;-;;;;3;-1,222;2,046;0,001011352;-296,984;181,52;296,98;181,522;-296,977;-181,517;296,981;-171,525;4;0,5;0,3;0,5;0,073;0,061;0,083;0,068;-297;181,5;-5;
