1507274167;032x0011.1237_1-8.PR; 10/06/17 09:16:07;0;1;-;;;;3;-0,099;2,019;-0,001862813;-247,052;181,504;247,067;181,524;-247,067;-181,516;247,052;-171,513;3;0,5;0,3;0,5;0,012;0,081;0,104;0,088;-247;181,5;-5;
1507274421;032x0011.1237_1-8.PR; 10/06/17 09:20:21;0;1;-;;;;3;-0,985;2,366;0,002919686;-247,053;181,502;247,066;181,523;-247,061;-181,512;247,048;-171,513;3;0,5;0,3;0,5;0,078;0,071;0,068;0,077;-247;181,5;-5;
1507274769;032x0011.1237_1-8.PR; 10/06/17 09:26:09;0;1;-;;;;3;0,128;1,747;-0,0006573346;-247,048;181,512;247,06;181,528;-247,06;-181,521;247,048;-171,518;3;0,5;0,3;0,5;0,023;0,077;0,058;0,076;-247;181,5;-5;
1507274959;032x0011.1237_1-8.PR; 10/06/17 09:29:19;0;1;-;;;;3;-1,059;2,065;0,002722319;-247,029;181,514;247,043;181,541;-247,059;-181,525;247,045;-171,53;3;0,5;0,3;0,5;0,077;0,182;0,071;0,077;-247;181,5;-5;
1507275139;032x0011.1237_1-8.PR; 10/06/17 09:32:19;0;1;-;;;;3;-1,366;2,247;0,002567561;-247,043;181,503;247,059;181,526;-247,061;-181,516;247,044;-171,513;3;0,5;0,3;0,5;0,014;0,075;0,071;0,076;-247;181,5;-5;
1507275345;032x0011.1237_1-8.PR; 10/06/17 09:35:45;0;1;-;;;;3;-0,732;1,868;0,002181165;-247,052;181,515;247,064;181,522;-247,061;-181,524;247,049;-171,513;3;0,5;0,3;0,5;0,084;0,068;0,064;0,074;-247;181,5;-5;
1507275529;032x0011.1237_1-8.PR; 10/06/17 09:38:49;0;1;-;;;;3;-0,838;2,222;0,0009851419;-247,056;181,496;247,072;181,521;-247,066;-181,509;247,051;-171,508;3;0,5;0,3;0,5;0,079;0,069;0,013;0,067;-247;181,5;-5;
1507277575;032x0011.1237_1-8.PR; 10/06/17 10:12:55;0;1;-;;;;3;-1,167;2,58;0,003594779;-247,046;181,508;247,066;181,52;-247,063;-181,524;247,042;-171,504;3;0,5;0,3;0,5;0,077;0,084;0,064;0,079;-247;181,5;-5;
1507277743;032x0011.1237_1-8.PR; 10/06/17 10:15:43;0;1;-;;;;3;-1,079;2,654;0,0009911853;-247,05;181,504;247,068;181,527;-247,068;-181,519;247,049;-171,513;3;0,5;0,3;0,5;0,08;0,079;0,069;0,082;-247;181,5;-5;
1507277896;032x0011.1237_1-8.PR; 10/06/17 10:18:16;0;1;-;;;;3;-0,785;2,638;0,002299805;-247,044;181,51;247,058;181,528;-247,062;-181,522;247,048;-171,516;3;0,5;0,3;0,5;0,079;0,151;0,069;0,077;-247;181,5;-5;
1507278069;032x0011.1237_1-8.PR; 10/06/17 10:21:09;0;1;-;;;;3;-1,147;2,456;0,002367255;-247,041;181,507;247,062;181,527;-247,064;-181,523;247,044;-171,511;3;0,5;0,3;0,5;0,082;0,142;0,013;0,076;-247;181,5;-5;
