1498045432;032x0011.1237.PRG; 06/21/17 13:43:52;0;1;-;;;;3;-0,82;2,08;7,485631E-05;-247,015;181,485;247,025;181,5;-247,009;-181,492;247;-171,493;8;0,5;0,3;0,5;0,097;0,168;0,267;0,252;-247;181,5;-5;
1498045690;032x0011.1237.PRG; 06/21/17 13:48:10;0;1;-;;;;3;-1,547;2,068;0,0002745136;-247,01;181,487;247,021;181,498;-247,014;-181,495;247,003;-171,49;8;0,5;0,3;0,5;0,037;0,085;0,084;0,088;-247;181,5;-5;
1498045954;032x0011.1237.PRG; 06/21/17 13:52:34;0;1;-;;;;3;-0,436;1,94;1,339823E-05;-247,021;181,491;247,029;181,5;-247,01;-181,497;247,002;-171,494;8;0,5;0,3;0,5;0,098;0,082;0,081;0,093;-247;181,5;-5;
1498046219;032x0011.1237.PRG; 06/21/17 13:56:59;0;1;-;;;;3;-2,036;1,218;0,003322256;-247,017;181,49;247,027;181,505;-247,01;-181,498;246,999;-171,498;8;0,5;0,3;0,5;0,1;0,095;0,021;0,102;-247;181,5;-5;
1498046476;032x0011.1237.PRG; 06/21/17 14:01:16;0;1;-;;;;3;-1,233;2,444;-4,015922E-05;-247,016;181,49;247,023;181,495;-247,012;-181,495;247,005;-171,49;8;0,5;0,3;0,5;0,111;0,089;0,086;0,091;-247;181,5;-5;
1498046789;032x0011.1237.PRG; 06/21/17 14:06:29;0;1;-;;;;3;-0,17;2,395;-0,0007146727;-247,008;181,483;247,024;181,504;-247,021;-181,495;247,005;-171,492;8;0,5;0,3;0,5;0,089;0,084;0,08;0,098;-247;181,5;-5;
1498047058;032x0011.1237.PRG; 06/21/17 14:10:58;0;1;-;;;;3;-1,093;2,229;0,00129876;-247,01;181,483;247,028;181,507;-247,024;-181,497;247,006;-171,494;8;0,5;0,3;0,5;0,078;0,081;0,084;0,093;-247;181,5;-5;
1498047449;032x0011.1237.PRG; 06/21/17 14:17:29;0;1;-;;;;3;-0,857;1,355;0,0002505413;-247,019;181,491;247,036;181,51;-247,016;-181,503;246,999;-171,498;8;0,5;0,3;0,5;0,085;0,086;0,079;0,094;-247;181,5;-5;
1498047726;032x0011.1237.PRG; 06/21/17 14:22:06;0;1;-;;;;3;-0,13;2,432;-0,002523173;-247,002;181,496;247,016;181,502;-247,017;-181,507;247,003;-171,492;8;0,5;0,3;0,5;0,028;0,1;0,069;0,093;-247;181,5;-5;
1498048142;032x0011.1237.PRG; 06/21/17 14:29:02;0;1;-;;;;3;0,142;1,995;5,879771E-05;-247,016;181,49;247,024;181,506;-247,008;-181,496;246,999;-171,5;8;0,5;0,3;0,5;0,087;0,087;0,07;0,094;-247;181,5;-5;
1498048512;032x0011.1237.PRG; 06/21/17 14:35:12;0;1;-;;;;3;-0,679;2,184;-0,001651757;-247,008;181,483;247,026;181,498;-247,01;-181,496;246,993;-171,485;8;0,5;0,3;0,5;0,093;0,076;0,088;0,093;-247;181,5;-5;
