1491801926;098x0145.1712_1-4.PR; 04/10/17 07:25:26;4;1;-;;;;0;0;0;0;0;0;0;0;0;0;0;0;2;0,5;0,3;0,5;0,057;0;0;0;-297;171,5;-5;
1491802112;098x0145.1712_1-4.PR; 04/10/17 07:28:32;0;1;-;;;;3;-1,272;0,693;0,002783181;-297,079;181,54;297,075;181,526;-297,073;-181,539;297,077;-171,527;2;0,5;0,3;0,5;0,12;0,112;0,115;0,132;-297;181,5;-5;
1491802400;098x0145.1712_1-4.PR; 04/10/17 07:33:20;0;1;-;;;;3;-0,273;3,058;0,000230546;-297,043;181,53;297,075;181,547;-297,038;-181,549;297,007;-171,528;2;0,5;0,3;0,5;0,114;0,103;0,106;0,206;-297;181,5;-5;
1491802661;098x0145.1712_1-4.PR; 04/10/17 07:37:41;0;1;-;;;;3;-1,077;2,779;0,004079314;-297,07;181,532;297,079;181,53;-297,066;-181,539;297,057;-171,524;2;0,5;0,3;0,5;0,116;0,119;0,099;0,125;-297;181,5;-5;
1491802914;098x0145.1712_1-4.PR; 04/10/17 07:41:54;0;1;-;;;;3;-1,686;2,105;0,001951697;-297,044;181,544;297,037;181,532;-297,069;-181,541;297,076;-171,535;2;0,5;0,3;0,5;0,108;0,19;0,081;0,126;-297;181,5;-5;
1491803121;098x0145.1712_1-4.PR; 04/10/17 07:45:21;0;1;-;;;;3;-1,906;2,84;0,005146682;-297,035;181,525;297,058;181,549;-297,087;-181,541;297,064;-171,534;2;0,5;0,3;0,5;0,09;0,099;0,104;0,103;-297;181,5;-5;
1491803290;098x0145.1712_1-4.PR; 04/10/17 07:48:10;2;1;-;;;;3;0;0;0;-296,709;184,933;0;0;-297,517;-178,124;0;0;2;0,5;0,3;0,5;0,02;0;0,095;0,863;-297;181,5;-5;
1491803451;098x0145.1712_1-4.PR; 04/10/17 07:50:51;0;1;-;;;;3;-0,886;2,323;0,0001172454;-297,063;181,521;297,082;181,519;-297,08;-181,534;297,06;-171,506;2;0,5;0,3;0,5;0,111;0,091;0,148;0,146;-297;181,5;-5;
1491803800;098x0145.1712_1-4.PR; 04/10/17 07:56:40;4;1;-;;;;3;0;0;0;-303,24;173,456;0;0;-302,668;-179,627;0;0;2;0,5;0,3;0,5;0,114;0;0,109;0,019;-297;171,5;-5;
1491804021;098x0145.1712_1-4.PR; 04/10/17 08:00:21;2;1;-;;;;3;0;0;0;0;0;0;0;0;0;0;0;2;0,5;0,3;0,5;0,876;0;0;0;-297;171,5;-5;
1491804196;098x0145.1712_1-4.PR; 04/10/17 08:03:16;2;1;-;;;;3;0;0;0;-297,894;181,817;0;0;-297,079;-181,25;0;0;2;0,5;0,3;0,5;0,088;0;0,094;0,901;-297;181,5;-5;
1491804375;098x0145.1712_1-4.PR; 04/10/17 08:06:15;0;1;-;;;;3;-0,667;-0,61;0,001182593;-297,059;181,527;297,081;181,533;-297,077;-181,542;297,055;-171,519;2;0,5;0,3;0,5;0,08;0,108;0,094;0,151;-297;181,5;-5;
1491806044;098x0145.1712_1-4.PR; 04/10/17 08:34:04;0;1;-;;;;3;-0,964;1,75;0,00174577;-297,03;181,476;297,076;181,534;-297,092;-181,505;297,047;-171,506;2;0,5;0,3;0,5;0,175;0,09;0,095;0,141;-297;181,5;-5;
